Fips_Code_Final,phd1,county,PCT_OBESE_ADULTS,PCT_OBESE_CHILD09,Mamm_Sites,bcallbk,wealthbk,rentbk,nocarbk,crowdbk,bcallw,wealthwt,rentwt,nocarwt,crowdwt,Iblack2000,Iwhite2000,GINI2000,THEIL1990,Per_Low_Literacy,Per_Rep_04,Per_Rep_08,Av_Per_Rep,Per_Dem_04,Per_Dem_08,Av_Per_Dem,B_Infant_Mort_Rate_99_08,W_Infant_Mort_Rate_99_08,TOTPOP_2005,MEDIAN_AGE,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,MEDIAN_AGE_AFRICAN_AMER,MEDIAN_AGE_AFR_AM_MALE,MEDIAN_AGE_AFR_AM_FEMALE,MEDIAN_AGE_HISPANIC,MEDIAN_AGE_HISPANIC_MALE,MEDIAN_AGE_HISPANIC_FEMALE,MEDIAN_AGE_WHITE_NON_HISPANIC,MEDIAN_AGE_WHITE_NON_HISP_MALE,MEDIAN_AGE_WHITE_NON_HISP_FMLE,PERCNT_TOT_POPULATION_ONE_RACE,PERCNT_WHITE_POPULATION,PERCNT_AFRICAN_AM_POP,PERCNT_HISPANIC_POP,PERCNT_FOREIGN_BORN_POP,PERCNT_URBAN_POP,PERCNT_MEDCR_ADV_PENETRATN,PERCNT_MEDCAR_DRUG_PENETRTN,PERCAP_INCOME,PERCNT_DIVORCED_FEMALES,PERCNT_LT65_NO_HLTH_INS,PERCNT_MALES_LT65_NO_HLTH_INS,PERCNT_FEMALES_LT65_NO_HLTH_INS,UNEMPLOYMENT_RATE,PERCNT_AGR_FRST_MIN_WRLR,PERCNT_CONTRUCT_WRKR,PERCNT_HLTH_SOCSRV_WRKR,PERCNT_MANUF_WRKR,PERCNT_WHCOLLAR_WRKR,HPSA_PC_WHOLECO,HPSA_PC_PARTCO,HPSA_DENT_WHOLECO,HPSA_DENT_PARTCO,HPSA_MH_WHOLECO,HPSA_MH_PARTCO,FARM_DEPENDENT,MINING_DEPENDENT,MFG_DEPENDENT,GOVT_DEPENDENT,SERVICE_DEPENDENT,NONSPEC_DEPENDENT,HOUSING_STRESS,LOW_EDUC,LOW_EMPLOY,PERSIST_POVERTY,POP_LOSS,NONMETRO_RECREAT,RETIRE_DESTINATION,RATE_ACTMDS_FEDNONFED,RATE_ACTMDS_NONFED,RATE_MDS_TOT_PTCARE_NONFED,RATE_MDS_PC_OFFBASED,RATE_MDS_PC_HOSP_RES,RATE_MDS_PC_HOSP_FT,RATE_MDS_GP_TOT_PC,RATE_MDS_TOT_GP_OFFBASED,RATE_MDS_TOT_GP_PC,RATE_MDS_GP_PC_OFFBASED,RATE_MDS_GP_PC_HOSP_FT,RATE_MDS_FM_TOT_PC,RATE_MDS_TOT_FM_OFFBASED,RATE_MDS_TOT_FM_HOSP_RES,RATE_MDS_TOT_FM_HOSP_FT,RATE_MDS_SPEC_TOT_PC,RATE_MDS_TOT_SPEC_OFFBASED,RATE_MDS_TOT_SPEC_HOSP_RES,RATE_MDS_TOT_SPEC_HOSP_FT,RATE_ALLERGIST_TOT_PC,RATE_CARDIO_TOT_PC,RATE_DERM_TOT_PC,RATE_GASTRO_TOT_PC,RATE_INTMED_TOT_PC,RATE_INTMED_SPEC_TOT_PC,RATE_PEDS_TOT_PC,RATE_PEDS_SPEC_TOT_PC,RATE_PEDS_CARDIO_TOT_PC,RATE_PULM_TOT_PC,RATE_SURG_SPEC_TOT_PC,RATE_SURG_GEN_TOT_PC,RATE_NEURSURG_TOT_PC,RATE_OBGYN_TOT_PC,RATE_OBGYN_SPEC_TOT_PC,RATE_OPTH_TOT_PC,RATE_ORTHOSURG_TOT_PC,RATE_OTOLARYN_TOT_PC,RATE_PLASTIC_TOT_PC,RATE_COLONSURG_TOT_PC,RATE_THORSURG_TOT_PC,RATE_UROL_TOT_PC,RATE_OTHSPEC_TOT_PC,RATE_ANEST_TOT_PC,RATE_CHPSYCH_TOT_PC,RATE_DGRADIOL_TOT_PC,RATE_EMERG_TOT_PC,RATE_NEURO_TOT_PC,RATE_NUCMED_TOT_PC,RATE_OCCMED_TOT_PC,RATE_OCCMED_OFFBASED_PC,RATE_PSYCH_TOT_PC,RATE_PATH_TOT_PC,RATE_PHYSMED_TOT_PC,RATE_PREVMED_TOT_PC,RATE_RADIOL_TOT_PC,RATE_RADONC_TOT_PC,RATE_MDS_TOT_PC_HOSP_FT,RATE_MDS_TOT_OTH_ACT,RATE_MDS_TOT_INACTIVE,RATE_MDS_TOT_GP_HSP_FT,RATE_MDS_TOT_GP_OTH_ACT,RATE_MDS_INTMED_HSP_FT,RATE_MDS_PEDS_HSP_FT,RATE_MDS_OTHMED_HSP_FT,RATE_MDS_GENSURG_HSP_FT,RATE_MDS_OTHSURG_HSP_FT,RATE_MDS_PHYCH_HSP_FT,RATE_MDS_OTHSPEC_HSP_FT,PERCENT_MDS_MALE,PERCENT_MDS_FEMALE,PERCENT_MDS_UNDER_45YR,PERCENT_MDS_45_64YR,PERCENT_MDS_OLDER_65YR,PERCENT_TOT_GPS_UNDER_45YR,PERCENT_TOT_GPS_45_64YR,PERCENT_TOT_GPS_OLDER_65YR,PERCENT_GEN_PRAC_UNDER_45YR,PERCENT_GEN_PRAC_45_64YR,PERCENT_GEN_PRAC_OLDER_65YR,PERCENT_FAM_MED_UNDER_45YR,PERCENT_FAM_MED_45_64YR,PERCENT_FAM_MED_OLDER_65YR,PERCENT_FM_SPEC_UNDER_45YR,PERCENT_FM_SPEC_45_64YR,PERCENT_FM_SPEC_OLDER_65YR,PERCENT_MED_SPEC_UNDER_45YR,PERCENT_MED_SPEC_45_64YR,PERCENT_MED_SPEC_OLDER_65YR,PERCENT_GEN_INTMED_UNDER_45YR,PERCENT_GEN_INTMED_45_64YR,PERCENT_GEN_INTMED_OLDER_65YR,PERCENT_OBGYN_UNDER_45YR,PERCENT_OBGYN_45_64YR,PERCENT_OBGYN_OLDER_65YR,PERCENT_DGRADIOL_UNDER_45YR,PERCENT_DGRADIOL_45_64YR,PERCENT_DGRADIOL_OLDER_65YR,PERCENT_PREVMED_45_64YR,PERCENT_PREVMED_OLDER_65YR,PERCENT_RADIOL_UNDER_45YR,PERCENT_RADIOL_45_64YR,PERCENT_RADIOL_OLDER_65YR,PERCENT_RAD_ONC_UNDER_45YR,PERCENT_RAD_ONC_45_64YR,PERCENT_RAD_ONC_OLDER_65YR,RATE_ACTV_DO_FEDNONFED,RATE_ACTV_DO_NONFED,RATE_ACTV_DO_FED,RATE_DO_TOT_PTCARE,PERCENT_DO_MALE,PERCENT_DO_FEMALE,RATE_TOT_ACTV,RATE_TOT_PRVPRAC,RATE_TOT_STGOV,PERCENT_DENT_PRVPRAC_FT,PERCENT_DENT_PRVPRAC_PT,PERCENT_DENT_MALE,PERCENT_DENT_FEMALE,RATE_ACTV_PA,RATE_PRIMCARE_PA,RATE_SURG_PA,RATE_OTHSPEC_PA,RATE_UNKSPEC_PA,RATE_MIDWIVES,RATE_MIDWIVES_HOSP,RATE_MIDWIVES_PHYSPRAC,RATE_MED_SRG_ADULT_BEDS,RATE_MED_SRG_PED_BEDS,RATE_OBSTET_BEDS,RATE_INTSV_CARE_BEDS,RATE_CARD_INTSV_CARE_BEDS,RATE_NEONAT_INTSV_BEDS,RATE_NEONAT_INTERM_BEDS,RATE_OTH_SPEC_CARE_BEDS,RATE_OTH_INTENSV_CARE_BEDS,RATE_REHAB_CARE_BEDS,RATE_ALC_CHEM_DEPEND_BEDS,RATE_PSYCH_CARE_BEDS,RATE_SKILL_NURS_BEDS,RATE_INTERM_NURS_BEDS,RATE_OTHER_CARE_BEDS,RATE_TOTAL_INPT_BEDS,RATE_SNF_TOT_BEDS,RATE_SNF_CERT_BEDS,RATE_OUTPT_VISITS_GENHOSP,RATE_OUTPT_VISITS_NGHOSP,RATE_ER_VISITS,RATE_OUTPT_VISITS_OTH,RATE_SURG_OPS_INPT,RATE_SURG_OPS_OUTPT,RATE_SURG_OPS_TOTAL,RATE_OP_ROOMS,RATE_ISOLATION_RMS,PERCNT_AA_MALES_65_PLUS,PERCNT_AA_FEMALES_65_PLUS,PERCNT_WH_MALES_65_PLUS,PERCNT_WH_FEMALES_65_PLUS,PERCNT_HISP_MALES_65_PLUS,PERCNT_HISP_FEMALES_65_PLUS,PERCNT_NONENG_SPEAK_OVER18YRS,PERCNT_RURAL_FARM,PERCNT_RURAL_NONFARM,PERCNT_VETERAN_POP,PERCNT_VETERAN_MALE,PERCNT_VETERAN_FEMALE,PERCNT_MEDCAR_ELIG,PERCNT_MEDCAR_ADVNTG_ELIG,PERCNT_MEDCAR_DRUG_ENROL,PERCNT_MEDCR_ENROL_AGED_TOT,PERCNT_MEDCR_ENROL_AGED_HI,PERCNT_MEDCR_ENROL_AGED_SMI,PERCNT_MEDCR_ENROL_DISABL_TOT,PERCNT_MEDCR_ENROL_DISABL_HI,PERCNT_MEDCR_ENROL_DISABL_SMI,PERCNT_MEDCR_ENROL_AGED_DSBL_TOT
1105,1105,"Perry County, AL",40.70,6.20,.00,.37,.00,.33,.23,.09,.420,.000,.192,.037,.020,.713,.40,.489,.498,27.07,31.50,27.39,29.45,68.20,72.28,70.24,1211.70,,11371,33.30,31.60,34.80,28.60,25.60,30.50,27.00,25.50,27.00,43.80,42.40,45.50,99.50,30.90,68.40,.90,.50,.00,2.11,59.62,20352,7.90,12.80,13.70,12.00,8.20,4.80,6.40,24.90,28.20,39.50,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,26.38,26.38,26.38,26.38,.00,.00,26.38,26.38,8.79,8.79,.00,17.59,17.59,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,100.00,.00,25.00,25.00,50.00,33.33,33.33,33.33,.00,.00,100.00,50.00,50.00,.00,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,17.59,17.59,.00,100.00,.00,100.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,142.47,142.47,.00,.00,.00,.00,.00,.00,.00,.00,.00,9.95,12.92,18.86,25.08,35.00,62.50,.46,3.92,96.08,6.37,88.30,11.70,18.71,.40,12.56,94.10,92.34,89.84,5.25,5.25,4.91,19.83
28133,28133,"Sunflower County, MS",40.70,24.90,11.01,.40,.00,.46,.20,.16,.443,.002,.181,.046,.019,.757,.43,.500,.477,26.00,36.14,28.53,32.34,62.68,70.43,66.55,1662.00,1189.10,32311,30.20,29.30,31.70,26.70,26.20,27.60,25.30,26.00,23.00,40.50,37.80,44.10,99.70,28.90,69.90,1.30,.60,63.40,.00,73.19,17879,6.90,14.30,17.20,11.70,11.60,8.70,4.70,21.70,20.40,47.10,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,55.71,55.71,49.52,34.04,.00,15.47,30.95,24.76,6.19,3.09,3.09,24.76,21.66,.00,3.09,3.09,.00,.00,3.09,3.09,.00,.00,.00,.00,.00,.00,.00,.00,.00,6.19,3.09,.00,11.65,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,3.09,.00,.00,.00,.00,3.09,.00,.00,.00,3.09,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,90.91,9.09,22.73,36.36,40.91,20.00,50.00,30.00,.00,50.00,50.00,25.00,50.00,25.00,,,,100.00,.00,.00,,,,100.00,.00,.00,,,,,,.00,.00,100.00,,,,.00,.00,.00,.00,,,15.47,12.38,.00,100.00,.00,75.00,25.00,.00,.00,.00,.00,.00,.00,.00,.00,50.19,.00,.00,1.24,.00,.00,.00,.00,.00,.00,.00,.00,18.57,.00,.00,44.57,75.52,75.52,633.81,.00,.00,189.94,1268.92,2262.39,3531.31,9.28,.00,4.47,9.17,12.08,22.29,5.20,13.83,.61,3.13,96.87,6.05,94.99,5.01,12.90,.00,9.59,85.63,85.15,82.15,3.69,3.69,3.50,12.53
1085,1085,"Lowndes County, AL",40.60,9.20,.00,.45,.01,.20,.20,.08,.456,.000,.089,.043,.015,.744,.29,.533,.421,28.39,29.70,24.85,27.27,70.30,74.90,72.60,1174.90,,13076,33.90,32.50,35.10,30.00,27.10,31.90,25.50,21.50,32.00,43.10,43.30,42.90,99.60,25.90,73.40,.60,.30,.00,16.35,41.50,21875,8.50,15.40,15.90,15.10,7.20,5.60,11.80,17.40,20.00,42.60,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,30.59,30.59,30.59,30.59,.00,.00,7.65,7.65,.00,.00,.00,7.65,7.65,.00,.00,7.65,7.65,.00,.00,.00,.00,.00,.00,7.65,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,7.65,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,100.00,.00,.00,60.00,40.00,.00,100.00,.00,,,,.00,100.00,.00,,,,.00,100.00,.00,.00,100.00,.00,,,,,,,,,,,,,,,.00,.00,.00,.00,,,.00,.00,.00,,,,,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,55.06,55.06,.00,.00,.00,.00,.00,.00,.00,.00,.00,8.33,11.56,17.82,18.13,7.69,57.14,.16,4.01,95.99,5.90,83.67,16.33,15.10,2.47,7.26,90.34,88.52,86.27,4.91,4.90,4.58,16.28
1065,1065,"Hale County, AL",40.20,7.20,.00,.49,.02,.22,.25,.07,.481,.006,.123,.029,.016,.651,.48,.473,.634,25.67,41.30,39.02,40.16,58.30,60.67,59.49,1290.30,,18316,34.40,32.30,35.70,29.30,26.60,31.80,31.90,31.50,34.00,40.30,39.30,41.60,99.40,39.80,59.00,.90,.30,15.20,.00,57.43,20373,8.60,14.60,15.70,13.70,4.60,4.80,8.50,20.80,25.40,41.70,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,49.14,49.14,43.68,43.68,.00,.00,21.84,21.84,5.46,5.46,.00,16.38,16.38,.00,.00,10.92,10.92,.00,.00,.00,.00,.00,.00,5.46,.00,20.94,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,5.46,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,70.00,30.00,40.00,50.00,10.00,25.00,75.00,.00,.00,100.00,.00,33.33,66.67,.00,,,,50.00,50.00,.00,100.00,.00,.00,,,,,,,,,,,,,,,.00,.00,.00,.00,,,27.30,27.30,.00,100.00,.00,60.00,40.00,.00,5.82,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,15.29,90.09,90.09,742.19,.00,.00,605.15,2866.35,7747.32,10613.67,.00,.00,9.67,12.41,13.73,19.79,17.39,36.11,.15,3.77,96.23,5.71,94.66,5.34,19.18,.00,9.90,85.84,84.15,82.60,4.43,4.43,4.13,15.29
1087,1087,"Macon County, AL",40.00,14.50,10.83,.51,.00,.33,.21,.06,.540,.000,.111,.050,.009,.880,.37,.556,.411,25.44,16.70,12.85,14.77,82.90,86.93,84.91,1423.30,,22810,32.00,30.20,33.40,29.60,27.40,31.50,24.90,22.50,28.30,42.50,42.20,42.90,99.30,14.00,84.60,.70,1.50,50.70,8.49,34.84,19823,9.30,13.70,15.70,12.00,5.10,2.40,6.10,37.00,11.50,52.50,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,83.30,56.99,52.61,43.84,.00,8.77,13.15,8.77,4.38,4.38,.00,8.77,4.38,.00,4.38,13.15,13.15,.00,.00,.00,.00,.00,.00,13.15,.00,.00,.00,.00,.00,17.54,.00,.00,.00,.00,13.15,.00,.00,.00,.00,.00,4.38,.00,4.38,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,21.92,4.38,.00,.00,.00,.00,.00,4.38,.00,.00,.00,8.77,60.00,40.00,.00,46.67,53.33,.00,75.00,25.00,.00,100.00,.00,.00,66.67,33.33,,,,.00,33.33,66.67,.00,33.33,66.67,,,,,,,,,,,,,,,.00,.00,.00,.00,,,13.15,13.15,.00,66.67,33.33,66.67,33.33,4.38,.00,.00,8.30,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,88.56,88.56,.00,.00,.00,.00,.00,.00,.00,.00,.00,11.60,15.03,16.43,18.04,14.29,32.00,.53,3.84,96.16,7.96,87.94,12.06,17.09,1.45,5.97,83.99,82.63,74.84,3.75,3.75,3.42,16.15
1047,1047,"Dallas County, AL",39.90,10.10,2.48,.48,.00,.42,.23,.08,.498,.003,.172,.060,.010,.732,.53,.525,.445,23.91,39.50,32.64,36.07,60.20,67.09,63.64,948.20,741.20,44366,35.30,33.00,36.90,29.70,26.30,32.30,25.40,22.30,28.70,43.80,42.30,45.20,99.50,35.60,63.30,.60,.70,52.70,10.47,56.00,24085,9.30,10.80,12.40,9.50,7.90,2.10,5.90,20.80,24.60,48.50,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,160.03,160.03,148.76,112.70,22.54,13.52,45.08,22.54,4.51,4.51,.00,40.57,18.03,20.29,2.25,42.83,42.83,.00,.00,.00,4.51,.00,.00,20.29,6.76,39.75,.00,.00,.00,31.56,6.76,.00,48.67,.00,4.51,2.25,.00,.00,.00,.00,2.25,.00,4.51,.00,2.25,2.25,6.76,.00,.00,.00,9.02,2.25,.00,.00,2.25,.00,.00,.00,2.25,.00,.00,.00,.00,.00,.00,.00,.00,.00,82.56,17.44,37.21,38.37,24.42,57.14,33.33,9.52,.00,50.00,50.00,63.16,31.58,5.26,,,,36.84,47.37,15.79,22.22,44.44,33.33,42.86,42.86,14.29,.00,100.00,.00,,,.00,.00,100.00,,,,9.02,9.02,.00,4.51,75.00,25.00,24.79,22.54,.00,90.00,10.00,90.00,10.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,39.90,77.31,77.31,1054.28,.00,.00,630.42,5414.06,9662.80,15076.86,.00,.00,7.94,12.44,16.58,22.95,13.43,18.87,.31,4.33,95.67,7.40,90.79,9.21,21.12,2.21,11.03,91.30,89.58,87.65,5.47,5.47,5.16,18.70
28119,28119,"Quitman County, MS",39.80,10.30,.00,.46,.00,.33,.24,.09,.510,.007,.213,.057,.011,.694,.33,.501,.411,27.00,39.48,32.05,35.77,59.84,67.20,63.52,1285.30,,9512,31.80,29.30,33.90,26.40,23.50,28.70,29.80,24.50,36.50,45.00,42.10,48.10,99.50,30.50,68.60,.50,.20,36.80,.00,75.05,20058,8.60,13.50,14.50,12.50,10.30,9.10,6.00,19.60,18.60,42.70,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,42.05,42.05,31.54,31.54,.00,.00,21.03,21.03,.00,.00,.00,21.03,21.03,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,10.51,10.51,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,80.00,20.00,20.00,20.00,60.00,.00,50.00,50.00,,,,.00,50.00,50.00,,,,,,,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,10.51,10.51,.00,.00,100.00,100.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,63.66,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,34.69,.00,.00,1043.10,.00,.00,441.13,.00,.00,.00,.00,.00,7.32,11.52,17.22,24.47,37.50,11.11,.26,3.38,96.62,5.01,87.17,12.83,19.42,.00,12.68,85.08,84.48,80.51,5.37,5.37,5.08,17.30
30087,30087,"Rosebud County, MT",39.60,18.70,18.28,.00,.00,.00,.00,.00,.448,.013,.245,.031,.010,.000,.86,.408,.233,10.00,55.29,46.26,50.78,42.40,50.49,46.45,,,9212,34.50,34.70,34.40,28.00,36.50,16.50,23.30,23.50,21.50,41.10,41.50,40.70,98.00,64.40,.20,2.30,1.10,.00,.93,55.31,27374,10.10,19.00,21.40,16.70,5.90,19.60,4.80,28.10,1.60,50.80,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86.84,75.99,75.99,65.13,.00,10.86,65.13,65.13,.00,.00,.00,65.13,65.13,.00,.00,10.86,.00,.00,10.86,.00,.00,.00,.00,.00,10.86,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,10.86,.00,.00,.00,.00,.00,34.42,.00,.00,.00,.00,.00,87.50,12.50,50.00,37.50,12.50,66.67,33.33,.00,,,,66.67,33.33,.00,,,,.00,100.00,.00,,,,,,,,,,,,,,,,,,.00,.00,.00,.00,,,32.57,10.86,.00,100.00,.00,100.00,.00,43.42,.00,.00,.00,10.66,.00,.00,.00,16.53,.00,.00,.00,2.17,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,71.65,59.70,59.70,209.62,.00,.00,2.28,.00,.00,.00,.00,.00,.00,.00,11.01,11.72,6.85,2.63,.95,6.06,93.94,9.43,93.49,6.51,12.81,.12,7.40,100.00,100.00,100.00,1.81,1.81,1.64,12.01
22095,22095,"St. John the Baptist Parish, LA",39.30,14.20,3.92,.58,.00,.23,.14,.10,.552,.002,.124,.064,.022,.577,.62,.409,.296,17.00,45.83,41.15,43.49,52.78,57.37,55.08,1303.60,557.50,46393,32.00,31.00,32.90,27.50,24.40,29.30,29.30,27.30,31.60,35.90,35.70,36.20,99.00,52.60,44.80,2.90,2.30,85.50,13.21,37.03,24964,10.10,18.50,20.30,16.70,12.60,1.20,10.30,16.70,15.20,52.40,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105.62,105.62,101.31,88.38,8.62,4.31,21.55,17.24,4.31,4.31,.00,17.24,12.93,4.31,.00,36.64,34.49,2.16,.00,.00,2.16,2.16,.00,15.09,8.62,20.39,.00,.00,2.16,32.33,6.47,.00,31.62,.00,4.31,4.31,2.16,.00,.00,.00,4.31,.00,4.31,.00,.00,.00,.00,.00,.00,.00,2.16,4.31,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,84.00,16.00,40.00,48.00,12.00,40.00,50.00,10.00,.00,50.00,50.00,50.00,50.00,.00,,,,58.82,35.29,5.88,71.43,28.57,.00,40.00,40.00,20.00,,,,,,,,,,,,.00,.00,.00,.00,,,32.33,28.02,.00,76.92,23.08,92.31,7.69,2.16,.00,.00,.00,.00,.00,.00,.00,14.42,.00,13.91,1.29,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,15.52,21.99,21.99,1056.34,232.25,.00,623.69,2733.17,6378.12,9111.29,10.78,.00,4.64,6.27,7.98,11.00,3.28,5.37,.80,.00,100.00,7.16,86.74,13.26,11.91,1.57,4.86,100.00,100.00,100.00,2.86,2.86,2.64,10.53
45089,45089,"Williamsburg County, SC",39.20,11.80,3.61,.43,.00,.21,.21,.07,.528,.005,.132,.075,.014,.708,.41,.498,.337,26.00,34.45,30.46,32.45,64.98,68.73,66.85,1996.50,,35395,35.50,32.80,37.60,31.90,28.30,34.60,25.90,23.80,31.20,42.10,39.90,44.20,99.50,32.70,66.30,.70,.50,15.10,.23,56.28,20005,7.40,15.40,16.60,14.20,11.40,3.90,8.00,19.50,26.10,41.30,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,42.38,42.38,39.55,39.55,.00,.00,16.95,16.95,2.83,2.83,.00,14.13,14.13,.00,.00,5.65,5.65,.00,.00,.00,.00,.00,.00,2.83,.00,10.65,.00,.00,.00,8.48,5.65,.00,8.96,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,8.48,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,93.75,6.25,43.75,25.00,31.25,16.67,33.33,50.00,.00,.00,100.00,20.00,40.00,40.00,,,,100.00,.00,.00,100.00,.00,.00,100.00,.00,.00,,,,,,,,,,,,2.83,2.83,.00,.00,,,16.95,16.95,.00,66.67,33.33,100.00,.00,.00,.00,.00,.00,.00,5.05,.00,.00,11.97,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,1.13,.00,.00,8.19,24.86,24.86,836.47,.00,.00,490.04,505.72,1918.35,2424.07,5.65,8.48,9.05,13.02,13.57,19.79,15.28,21.15,.72,2.30,97.70,6.14,94.45,5.55,17.23,.04,10.14,87.85,86.16,85.40,4.84,4.84,4.52,16.89
46017,46017,"Buffalo County, SD",39.10,25.20,.00,.00,.00,.00,.00,1.00,.257,.000,.298,.031,.054,.001,.61,.501,.334,14.00,26.50,25.20,25.85,71.70,73.34,72.52,,,2100,23.40,21.40,25.30,35.50,35.50,.00,10.00,19.30,8.80,40.70,36.50,44.50,98.30,16.30,.10,.90,.40,.00,.00,43.33,15784,11.80,11.70,14.60,8.70,15.80,20.10,6.90,32.10,2.80,52.90,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,47.62,47.62,47.62,47.62,.00,.00,47.62,47.62,47.62,47.62,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,100.00,.00,.00,100.00,.00,.00,100.00,.00,.00,100.00,.00,,,,,,,,,,,,,,,,,,,,,,,,,,,47.62,.00,47.62,.00,,,47.62,47.62,.00,100.00,.00,.00,100.00,95.24,.00,.00,.00,49.21,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,,15.51,14.79,,,.17,7.19,92.81,6.67,90.14,9.86,6.86,.00,3.10,100.00,100.00,90.98,2.24,2.19,1.86,8.81
